이름	성별	연령(만)	체중유형	전공영역	요일	식사전스트레스지수	식사유형	식사위치	음식유형	가격	식사만족도	함께한사람	이동거리	식사시간	이동수단	수집 시기	개수									
S20	남성	22	표준체중	공과대학	금	3	점심	기숙사	한식	5000	약간 만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S20	남성	22	표준체중	공과대학	금	3	저녁	둔산동	한식	40000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S20	남성	22	표준체중	공과대학	금	4	야식	기숙사	기타	4000	약간 만족	혼밥	없음	15분이내	기타	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	금	1	저녁	어은동	일식	20000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	토	4	저녁	기숙사	양식	9000	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	일	1	점심	어은동	일식	8000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	일	1	간식	대전기타	기타	11000	만족	혼밥	30분이상	30분이상	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	일	1	저녁	어은동	한식	16000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	월	1	저녁	어은동	일식	9000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	화	1	아침	동측	양식	5000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	화	1	저녁	어은동	한식	9000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	수	1	저녁	기숙사	양식	14000	만족	다밥	없음	30분이상	없음	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	목	1	아침	동측	양식	5000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	목	1	저녁	어은동	일식	10000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S21	남성	24	표준체중	공과대학	목	1	간식	어은동	기타	3000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S22	여성	23	과체중	공과대학	금	1	점심	어은동	한식	16000	만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S22	여성	23	과체중	공과대학	금	1	저녁	기숙사	기타	22000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	토	2	점심	기숙사	한식	11000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	토	1	간식	기숙사	기타	12000	약간 만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	일	1	저녁	기숙사	한식	13000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	월	3	점심	대전기타	양식	15000	만족	다밥	30분이내	30분이상	기타	2022년 1학기	1									
S22	여성	23	과체중	공과대학	월	2	저녁	기숙사	한식	11000	약간 만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	화	4	점심	기숙사	기타	3000	불만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	화	4	저녁	대전기타	양식	25000	만족	다밥	30분이내	30분이상	기타	2022년 1학기	1									
S22	여성	23	과체중	공과대학	수	2	저녁	기숙사	일식	17000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	수	3	간식	기숙사	기타	3000	불만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	목	3	점심	기숙사	기타	3000	불만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S22	여성	23	과체중	공과대학	목	2	저녁	어은동	한식	11000	만족	혼밥	30분이내	30분이내	도보	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	금	1	저녁	북측	한식	6000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	토	1	점심	기숙사	기타	10000	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	일	3	저녁	어은동	일식	10000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	월	1	점심	어은동	기타	3000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	화	1	점심	기숙사	기타	0	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	화	1	저녁	기숙사	기타	12000	약간 만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	수	2	저녁	북측	한식	6000	약간 만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	목	1	점심	동측	한식	0	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S23	남성	22	표준체중	자연과학대학	목	1	저녁	북측	기타	7000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	금	2	점심	집	한식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	금	3	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	토	2	점심	집	중식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	토	2	저녁	대전기타	양식	40000	만족	다밥	15분이내	30분이상	기타	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	일	1	점심	대전기타	일식	18000	만족	다밥	30분이내	30분이상	기타	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	일	2	저녁	대전기타	한식	26000	만족	다밥	30분이상	30분이상	기타	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	월	4	점심	집	한식	0	약간 불만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	월	2	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	화	1	점심	집	한식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	화	2	저녁	어은동	일식	13000	약간 불만족	다밥	15분이내	30분이상	기타	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	수	3	점심	집	중식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	수	2	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	목	1	점심	집	기타	0	약간 불만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S24	남성	26	표준체중	경영대학	목	3	저녁	대전기타	한식	27000	만족	다밥	30분이내	30분이상	기타	2022년 1학기	1									
S25	남성	24	과체중	공과대학	금	3	점심	북측	한식	6000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	금	2	저녁	동측	한식	5000	만족	다밥	15분이내	15분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	금	3	야식	북측	한식	4000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	토	4	점심	북측	한식	6000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	토	3	저녁	어은동	한식	18000	만족	다밥	15분이내	30분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	토	3	야식	북측	한식	4000	만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S25	남성	24	과체중	공과대학	일	3	점심	북측	양식	7000	만족	혼밥	15분이내	30분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	일	3	저녁	궁동	한식	7000	만족	다밥	15분이내	30분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	일	4	야식	북측	한식	12000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	월	3	점심	북측	한식	6000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	월	4	저녁	북측	중식	14000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	화	3	점심	북측	한식	6000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	화	3	저녁	동측	양식	6000	만족	혼밥	15분이내	15분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	화	4	야식	북측	한식	12000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	수	3	점심	북측	한식	6000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	수	3	저녁	동측	양식	5000	만족	다밥	15분이내	15분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	수	3	야식	북측	한식	4000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	목	3	점심	북측	한식	6000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S25	남성	24	과체중	공과대학	목	3	저녁	동측	양식	5000	만족	다밥	15분이내	15분이내	바이크	2022년 1학기	1									
S25	남성	24	과체중	공과대학	목	4	야식	북측	한식	4000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	금	1	저녁	어은동	양식	20000	만족	다밥	15분이내	30분이상	바이크	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	토	1	저녁	어은동	한식	20000	만족	다밥	15분이내	30분이상	바이크	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	일	1	저녁	대전기타	양식	20000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	일	1	음주	어은동	한식	30000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	월	3	점심	북측	한식	5000	약간 만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	월	4	저녁	어은동	일식	6000	약간 불만족	다밥	15분이내	15분이내	바이크	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	월	4	음주	궁동	양식	7000	불만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	월	4	음주	어은동	한식	13000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	화	1	점심	북측	한식	5000	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	화	1	저녁	북측	한식	15000	만족	다밥	15분이내	30분이상	바이크	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	수	1	점심	북측	한식	5000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	수	1	저녁	어은동	양식	20000	약간 불만족	다밥	15분이내	30분이상	바이크	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	수	3	음주	어은동	한식	12000	만족	다밥	15분이내	30분이상	바이크	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	목	2	점심	둔산동	일식	15000	불만족	다밥	15분이내	30분이상	기타	2022년 1학기	1									
S26	남성	25	표준체중	경영대학	목	1	저녁	어은동	한식	10000	약간 만족	다밥	15분이내	30분이상	바이크	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	금	3	저녁	집	한식	0	만족	혼밥	없음	30분이상	없음	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	금	1	간식	집	기타	0	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	토	3	점심	기숙사	양식	5000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	토	2	저녁	북측	중식	9000	약간 만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	토	1	간식	기숙사	기타	3000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	일	3	저녁	기숙사	한식	18000	만족	다밥	없음	30분이상	없음	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	월	4	점심	북측	기타	5000	만족	혼밥	15분이내	15분이내	도보	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	월	3	저녁	북측	한식	11000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	월	2	간식	북측	기타	1000	만족	혼밥	15분이내	15분이내	도보	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	화	4	저녁	기숙사	한식	6000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	화	2	야식	북측	한식	10000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	수	4	저녁	대전기타	일식	17000	만족	다밥	15분이내	30분이상	대중교통	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	목	4	저녁	어은동	한식	20000	만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S27	남성	22	표준체중	자연과학대학	목	1	간식	기숙사	기타	1000	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	금	3	저녁	어은동	일식	15000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	토	1	점심	집	한식	9000	만족	다밥	없음	30분이상	없음	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	일	1	점심	집	한식	0	만족	혼밥	없음	30분이상	없음	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	월	2	점심	집	한식	0	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	화	5	점심	기숙사	일식	9000	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	수	2	저녁	어은동	한식	7000	만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	목	2	점심	기숙사	한식	6000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S28	남성	20	표준체중	공과대학	목	1	저녁	집	양식	4000	약간 만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S29	남성	20	저체중	공과대학	금	1	점심	북측	한식	5000	약간 만족	혼밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	금	1	저녁	대전기타	한식	15000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S29	남성	20	저체중	공과대학	토	1	점심	북측	한식	3000	약간 만족	혼밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	토	1	저녁	어은동	양식	9000	약간 만족	혼밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	일	1	점심	대전기타	한식	8000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	일	1	저녁	대전기타	양식	10000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	월	1	점심	대전기타	한식	8000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S29	남성	20	저체중	공과대학	월	1	저녁	대전기타	한식	8000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S29	남성	20	저체중	공과대학	화	1	점심	북측	한식	4000	약간 만족	혼밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	화	1	저녁	대전기타	한식	9000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	수	1	점심	북측	기타	5000	약간 만족	혼밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	수	1	저녁	대전기타	기타	20000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S29	남성	20	저체중	공과대학	목	1	점심	북측	한식	4000	만족	혼밥	15분이내	30분이상	도보	2022년 1학기	1									
S29	남성	20	저체중	공과대학	목	1	저녁	대전기타	한식	20000	만족	다밥	30분이내	30분이상	대중교통	2022년 1학기	1									
S29	남성	20	저체중	공과대학	금	1	점심	대전기타	일식	10000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	금	3	아침	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	금	3	저녁	집	한식	0	만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	토	4	아침	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	토	4	점심	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	토	4	저녁	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	일	5	아침	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	일	5	점심	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	일	5	저녁	집	한식	0	약간 만족	다밥	없음	30분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	월	2	아침	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	월	2	점심	집	한식	0	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	월	2	저녁	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	화	2	아침	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	화	2	점심	집	한식	0	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	화	2	저녁	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	수	3	아침	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	수	3	점심	집	한식	0	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	수	3	저녁	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	목	4	아침	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	목	4	점심	집	한식	0	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S30	남성	20	과체중	자연과학대학	목	4	저녁	집	한식	0	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	금	2	점심	기숙사	기타	2000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	금	2	저녁	기숙사	한식	14000	만족	혼밥	없음	10분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	토	2	점심	기숙사	기타	2000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	토	2	저녁	기숙사	한식	8000	만족	다밥	없음	10분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	일	3	점심	어은동	일식	8000	만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	일	2	저녁	궁동	한식	14000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	월	4	저녁	기숙사	한식	14000	약간 불만족	혼밥	없음	10분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	화	2	점심	기숙사	기타	2000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	화	2	점심	기숙사	한식	7000	만족	혼밥	없음	10분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	수	4	점심	기숙사	한식	6000	만족	혼밥	없음	10분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	수	5	저녁	기숙사	한식	6000	만족	혼밥	없음	10분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	목	2	점심	기숙사	기타	2000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S31	남성	19	표준체중	공과대학	목	2	저녁	기숙사	한식	7000	만족	혼밥	없음	10분이내	없음	2022년 1학기	1									
S32	여성	18	저체중	공과대학	금	1	점심	어은동	양식	11000	약간 불만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S32	여성	18	저체중	공과대학	금	2	저녁	기숙사	중식	14000	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S32	여성	18	저체중	공과대학	토	1	저녁	대전기타	한식	10000	약간 만족	다밥	30분이상	30분이상	대중교통	2022년 1학기	1									
S32	여성	18	저체중	공과대학	일	2	점심	궁동	한식	13000	만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S32	여성	18	저체중	공과대학	일	2	음주	어은동	한식	15000	약간 만족	다밥	30분이내	30분이상	바이크	2022년 1학기	1									
S32	여성	18	저체중	공과대학	월	3	저녁	북측	양식	15000	약간 만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S32	여성	18	저체중	공과대학	화	4	점심	서측	한식	5000	약간 불만족	혼밥	15분이내	30분이내	도보	2022년 1학기	1									
S32	여성	18	저체중	공과대학	화	2	저녁	기숙사	한식	3000	불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S32	여성	18	저체중	공과대학	수	2	점심	기숙사	한식	2000	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S32	여성	18	저체중	공과대학	수	1	야식	어은동	양식	8000	만족	다밥	30분이내	30분이상	도보	2022년 1학기	1									
S32	여성	18	저체중	공과대학	목	2	간식	기숙사	기타	3000	약간 불만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S32	여성	18	저체중	공과대학	목	2	저녁	어은동	일식	10000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	금	1	점심	대전외지역	중식	15000	약간 만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	월	4	아침	집	양식	3000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	월	4	점심	동측	한식	6000	약간 불만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	월	4	저녁	동측	한식	6000	불만족	혼밥	15분이내	15분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	화	3	아침	집	양식	3000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	화	3	점심	동측	한식	4000	불만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	화	3	저녁	어은동	일식	8000	만족	다밥	15분이내	30분이내	바이크	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	수	1	아침	집	양식	3000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	수	1	점심	동측	한식	5000	약간 불만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	수	3	저녁	동측	한식	5000	약간 불만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	목	2	아침	집	양식	3000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	목	1	점심	어은동	기타	10000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	목	1	간식	동측	기타	3000	만족	다밥	없음	15분이내	없음	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	금	3	점심	대전외지역	기타	8000	약간 만족	다밥	없음	15분이내	없음	2022년 1학기	1									
S33	남성	22	표준체중	생명과학기술대학	금	5	저녁	집	중식	11000	만족	다밥	없음	15분이내	없음	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	금	2	아침	대전기타	기타	3000	만족	혼밥	15분이내	15분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	금	2	점심	서측	기타	6000	만족	혼밥	15분이내	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	금	2	저녁	대전기타	한식	7000	만족	혼밥	15분이내	15분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	금	2	야식	대전기타	한식	4000	만족	혼밥	15분이내	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	토	2	점심	대전기타	한식	7000	만족	다밥	없음	15분이내	없음	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	토	2	저녁	대전기타	한식	4000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	일	4	아침	대전기타	양식	3000	만족	혼밥	30분이내	15분이내	대중교통	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	일	2	점심	대전기타	기타	10000	만족	다밥	30분이상	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	일	2	간식	대전기타	기타	1000	만족	다밥	30분이상	15분이내	대중교통	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	일	2	저녁	대전기타	양식	9000	만족	다밥	15분이내	15분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	월	2	점심	서측	기타	6000	만족	혼밥	15분이내	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	월	2	저녁	대전기타	한식	4000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	화	3	아침	대전기타	한식	4000	만족	혼밥	15분이내	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	화	2	저녁	대전기타	한식	4000	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	화	2	간식	대전기타	기타	1000	만족	혼밥	15분이내	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	수	2	점심	서측	기타	6000	만족	혼밥	15분이내	10분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	수	2	간식	서측	기타	0	만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	수	2	야식	대전기타	기타	4000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	목	2	점심	서측	양식	9000	만족	다밥	15분이내	30분이내	도보	2022년 1학기	1									
S34	남성	22	표준체중	자연과학대학	목	2	야식	대전기타	중식	20000	만족	다밥	15분이내	30분이상	도보	2022년 1학기	1									
S35	남성	20	표준체중	자연과학대학	금	1	점심	집	한식	0	만족	혼밥	없음	30분이내	없음	2022년 1학기	1									
S35	남성	20	표준체중	자연과학대학	금	4	저녁	어은동	양식	7000	불만족	다밥	30분이상	30분이내	도보	2022년 1학기	1									
S35	남성	20	표준체중	자연과학대학	토	2	아침	집	기타	0	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
S35	남성	20	표준체중	자연과학대학	토	3	점심	집	한식	0	약간 만족	혼밥	없음	15분이내	없음	2022년 1학기	1									
